End training
15.7701,19.7394,-1
12.259,18.5147,-1
13.198,1.60181,1
12.4535,6.07366,-1
9.10424,14.213,-1
7.42214,7.16272,-1
18.8794,15.0982,-1
7.01936,10.2848,-1
12.5207,4.37491,-1
11.2717,11.3481,-1
15.3599,18.624,-1
17.0874,5.56219,1
9.8759,14.4277,-1
13.3458,19.9742,-1
7.41681,11.5924,-1
8.4821,17.4844,-1
13.0664,5.99368,-1
7.0409,15.3993,-1
2.50135,8.24048,1
16.8481,15.9507,-1
16.7791,12.6296,-1
11.914,2.31384,1
14.8992,4.65532,1
13.2982,3.36711,1
3.65623,15.09,1
1.78084,14.6638,1
10.9965,6.58046,-1
15.4863,17.7384,-1
6.20411,19.9965,-1
4.58293,12.6125,-1
17.3813,4.86381,1
16.3479,6.53217,-1
8.02066,14.2395,-1
14.3185,12.6593,-1
9.09918,0.523727,1
5.3153,1.05757,1
11.1042,7.8333,-1
19.5247,16.1606,-1
17.0687,15.4401,-1
9.01961,2.64259,1
11.3997,13.9245,-1
17.4437,13.6102,-1
15.5248,14.3144,-1
8.03182,0.582048,1
13.299,15.4127,-1
18.6797,1.27358,1
10.0582,5.34216,-1
6.70804,8.14092,-1
3.65477,18.0108,1
10.2386,11.1499,-1
4.66851,1.8477,1
19.6004,17.9203,-1
9.94606,9.81738,-1
8.59092,17.9267,-1
11.1988,2.45817,1
4.1026,5.69542,1
11.8002,4.02981,-1
3.91856,6.25501,-1
14.9889,9.45354,-1
7.12424,10.0475,-1
4.00214,18.2569,1
11.7434,1.13085,1
19.3944,16.7968,-1
4.21162,15.228,-1
15.4221,12.1861,-1
15.5648,10.2165,-1
19.1604,5.98439,1
17.0002,15.7698,-1
0.580987,7.06161,1
11.9533,0.5898,1
12.4037,8.51245,-1
9.70218,3.65718,-1
5.32934,15.3421,-1
7.98064,0.0761127,1
16.1685,10.6777,-1
8.53935,5.97789,-1
5.37693,11.5708,-1
12.3879,3.9196,-1
0.188231,18.9213,1
15.1187,1.33102,1
10.6273,11.449,-1
18.0291,12.8012,-1
5.37812,14.9452,-1
7.14389,9.48906,-1
16.7715,3.26216,1
15.9806,2.9994,1
6.88665,2.17361,1
12.6036,9.96913,-1
9.60914,16.5171,-1
15.3461,8.27242,-1
18.8128,12.1136,-1
4.91243,15.7101,-1
18.6837,3.46681,1
12.7847,1.21724,1
3.68725,8.80256,-1
16.298,11.1104,-1
7.52951,18.6107,-1
1.26442,3.17859,1
14.2487,16.7974,-1
1.4475,0.667737,1
10.1234,3.14886,1
1.41292,4.40769,1
15.7125,7.88356,-1
16.7411,6.33919,-1
19.9418,6.22773,1
2.67868,8.2414,-1
14.4913,4.14635,1
2.55986,9.91621,1
3.42571,2.65218,1
12.2254,2.50907,1
11.0978,18.1383,-1
2.07778,10.602,1
10.9979,4.66496,-1
4.01553,13.845,-1
0.199545,6.18883,1
10.439,9.78564,-1
2.4475,15.4181,1
18.8388,10.0556,-1
11.5788,10.9373,-1
4.17361,6.94484,-1
10.0004,0.667335,1
18.0108,7.05225,-1
5.73016,4.85557,-1
10.6451,14.4887,-1
8.72881,2.11966,1
0.33943,16.2653,1
0.640315,7.42548,1
15.632,3.19463,1
16.452,6.93842,-1
2.66338,15.5846,1
9.95412,13.666,-1
2.48931,4.38184,1
19.6977,10.9257,-1
1.17953,2.88734,1
12.1223,10.2373,-1
7.00102,2.0435,1
3.9211,19.0566,1
6.92153,2.014,1
8.79423,3.95256,-1
13.4749,2.50014,1
7.82447,15.7456,-1
14.9743,4.39041,1
15.8798,12.1146,-1
16.5675,17.6429,-1
17.1561,0.0174516,1
4.97677,1.61183,1
2.65545,0.485658,1
16.7873,1.42484,1
4.39536,3.74753,1
1.79735,13.1633,1
16.111,4.09515,1
2.43639,14.3039,1
6.50377,15.619,-1
6.55468,11.4972,-1
13.2322,4.01566,1
11.4011,7.60446,-1
8.15212,5.19219,-1
15.8143,10.0242,-1
13.0546,17.6488,-1
4.94849,3.73604,1
12.0319,17.5451,-1
15.3655,18.3714,-1
9.03262,15.767,-1
9.01804,17.393,-1
3.69113,2.94881,1
3.05905,2.7304,1
12.2378,17.8745,-1
16.3215,4.86909,1
6.92333,17.8297,-1
19.6419,19.1535,-1
4.818,3.92911,1
10.7711,10.6187,-1
9.03564,3.09172,-1
8.05807,6.52664,-1
17.4796,6.68096,-1
5.62168,10.3366,-1
11.7288,19.3121,-1
10.5112,3.59275,-1
18.6241,1.4977,1
15.7209,0.29175,1
4.21109,14.3192,-1
18.3953,10.0656,-1
13.101,0.039228,1
7.03366,16.1296,-1
7.15809,16.3459,-1
3.21529,12.9974,1
19.6617,18.7319,-1
15.3891,8.57237,-1
12.694,8.63393,-1
2.35981,8.03271,1
14.6208,10.253,-1
16.4587,9.11348,-1
19.2055,13.6852,-1
9.54654,17.027,-1
11.5091,9.24199,-1
14.9004,3.10345,1
15.3243,8.82028,-1
3.3269,2.07611,1
17.4533,14.417,-1
7.03586,0.18301,1
4.29277,3.52269,1
3.50036,3.36872,1
9.08208,12.1153,-1
10.1768,2.62548,1
9.50239,14.4143,-1
9.65956,5.04687,-1
8.3292,16.1004,-1
11.4085,0.279065,1
12.5632,9.33439,-1
15.8805,9.23017,-1
1.0377,13.4025,1
13.7445,16.1066,-1
5.42007,5.40228,-1
4.18165,16.4886,1
12.3427,14.6629,-1
14.5153,12.7903,-1
5.07608,18.2322,-1
9.30785,7.84506,-1
16.5147,13.6766,-1
15.0132,10.3871,-1
12.1276,10.9482,-1
14.9382,0.481786,1
2.05909,8.01709,1
19.6356,6.62192,1
12.9443,12.6672,-1
5.10408,5.57962,-1
5.10088,3.64425,1
8.99205,14.2477,-1
9.59612,15.6861,-1
4.85655,8.77371,-1
16.4764,12.5414,-1
3.14594,0.565954,1
9.67638,12.4794,-1
11.4517,10.3968,-1
17.9591,8.22426,-1
14.3475,5.84628,-1
18.3614,12.8423,-1
12.0067,9.36636,-1
6.86734,9.53896,-1
12.0376,19.2603,-1
1.54893,16.2861,1
5.82148,2.79606,-1
10.9049,2.76094,1
1.62154,9.29073,1
15.9011,17.2223,-1
19.741,9.54361,-1
13.4067,14.785,-1
0.276793,14.9833,1
12.4092,11.1783,-1
0.816137,0.0039692,1
1.36929,9.77924,1
0.442786,19.0794,1
16.5233,11.3669,-1
15.8005,15.7988,-1
6.96987,11.5089,-1
0.324578,4.15199,1
4.75105,2.9078,1
0.52055,19.2359,1
10.2292,11.8808,-1
12.919,13.8296,-1
10.8533,11.9523,-1
2.31241,0.415689,1
18.3177,16.5018,-1
16.767,14.1731,-1
7.00679,7.91364,-1
12.576,1.04096,1
0.576112,8.86488,1
15.7179,7.55826,-1
6.51592,4.74626,-1
6.98401,8.70523,-1
16.6351,2.96483,1
17.0348,10.3338,-1
1.70401,4.68692,1
8.74145,9.29997,-1
8.37203,15.8541,-1
12.1041,11.6198,-1
16.0561,14.2247,-1
16.7094,9.78744,-1
5.02593,9.91356,-1
10.2858,15.8017,-1
14.9492,16.8152,-1
13.0407,17.7972,-1
18.8522,17.9386,-1
15.6314,17.7273,-1
18.457,5.50481,1
1.41005,4.03948,1
12.4284,8.19228,-1
5.56348,1.1472,1
19.1013,4.4989,1
18.3434,5.51809,1
17.905,13.9664,-1
6.25937,13.8064,-1
19.0813,4.4952,1
9.63538,16.5742,-1
10.2287,18.2579,-1
9.27892,14.7191,-1
11.0123,9.5663,-1
18.2474,8.9492,-1
10.3573,14.019,-1
0.490557,5.76833,1
19.7646,19.3646,-1
9.91064,4.88372,-1
1.26378,14.1106,1
5.89257,19.7488,-1
7.05665,15.6722,-1
0.702249,18.5723,1
16.0251,0.819173,1
9.95405,19.3817,-1
19.524,2.24747,1
5.97822,11.8818,-1
5.80619,1.63308,1
17.1947,19.3523,-1
2.6301,9.97491,1
7.79436,13.1712,-1
7.18692,5.61129,-1
0.538592,15.8838,1
13.9019,11.9134,-1
11.2419,5.1984,-1
19.8863,13.0629,-1
15.0089,0.386406,1
3.52795,6.1414,1
7.65189,13.1431,-1
19.1046,19.5057,-1
16.4367,10.3126,-1
4.80433,12.4991,-1
9.61616,15.8748,-1
12.6989,15.9413,-1
15.9339,11.49,-1
9.43756,11.7761,-1
14.6097,14.6755,-1
0.455269,18.2498,1
6.92128,12.244,-1
4.01414,0.548923,1
10.9872,12.8589,-1
12.1078,12.1302,-1
5.48742,2.58472,-1
10.1255,14.7612,-1
15.057,7.11662,-1
16.5961,16.2227,-1
13.9724,2.56222,1
9.23206,1.44706,1
15.1207,11.2997,-1
17.1967,1.88836,1
17.8038,13.5392,-1
9.33488,12.2708,-1
2.84607,17.8119,1
3.65806,19.6613,1
15.241,4.79267,1
0.100719,5.13647,1
0.836157,11.7632,1
14.1051,17.2913,-1
10.4841,9.62786,-1
9.28415,17.725,-1
8.21682,4.62277,-1
12.9203,4.13381,-1
12.4967,2.31678,1
